Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate
CONN US,Conn's Inc,14.7,6.8,1.9,66.815,22.412,14.0,7.428571224,313.77,2003-11-25,208242107,6.0,66.815,22.412,80.8523,19326000.0,14-Dec,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Appliances,1.03,-0.2702702702702639,93.7,5.8
CONR US,Conor Medsystems Inc,,-2589.4,-45.8,89.7,30.6881,13.0,2.0,398.95,2004-12-13,208264101,-1.3,89.7,30.6881,0.437677,165000.0,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Drug Delivery Systems,2.04,-0.3664921465968529,97.1,5.4
CONXU US,Conx Corp,,,2.5,750.0,75.0,10.0,-0.800000012,750.0,2020-10-30,212873202,-0.00492122,750.0,75.0,8.49384,6372930.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0414937759336148,81.8,6.9
COOLU US,Corner Growth Acquisition Corp,,,5.7,400.0,40.0,10.0,3.5,400.0,2020-12-17,N.A.,-0.0246565,400.0,40.0,8.93791,3575160.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7
COR US,CoreSite Realty Corp,5.9,13.0,4.0,310.96,19.644,16.0,0.0625,314.3,2010-09-23,21870Q105,6.7,310.96,19.644,30.8188,13620500.0,15 - 17,Priced Within Range,Financial,REITS,REITS-Diversified,0.19,0.0581736230715569,68.2,9.5
CORI US,Corium Inc/DE,-3.5,-149.9,-54.5,52.0,17.6174,8.0,0.0,140.94,2014-04-03,21887L107,-1.2,52.0,17.6174,0.248128,90611.0,12-Oct,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.08,0.3296754453157729,84.1,6.2
CORR US,CorEnergy Infrastructure Trust,209.1,-9.0,0.7,86.1,8.8286,15.0,0.0,132.43,2007-02-02,21870U502,1.1,86.1,8.8286,19.1705,2909490.0,15 - 16,Priced Within Range,Financial,REITS,REITS-Diversified,5.29,0.535036755987662,91.3,4.5
CORT US,Corcept Therapeutics Inc,3.4,30.7,21.1,54.0,22.6421,12.0,1.916666627,271.71,2004-04-14,218352102,1.4,54.0,22.6421,85.9784,92555600.0,12-Dec,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.03,0.320170757737461,94.2,5.6
COSIQ US,Cosi Inc,15.6,-17.4,-34.9,38.8892,16.5688,7.0,8.571428299,115.98,2002-11-22,22122P200,-0.3,38.8892,16.5688,,,10-Aug,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Restaurants,1.74,0.0,84.2,5.9
COSN US,CoSine Communications Inc,,,-3.9,230.0,100.141,23.0,174.1847839,2303.24,2000-09-25,221222706,-0.0495491,230.0,100.141,,,20 - 22,Priced Above Range,Communications,Telecommunications,Telecommunication Equip,6.52,0.5208333333333119,106.8,3.9
COTV US,Cotiviti Holdings Inc,8.5,20.3,7.6,245.78,90.167,19.0,-9.947368622,1704.89,2016-05-26,22164K101,1.9,245.78,90.167,0.262074,246449.0,17 - 19,Priced Within Range,Technology,Software,Medical Information Sys,0.3,0.404579099811517,94.7,4.8
COTY US,Coty Inc,14.5,4.8,1.2,1140.0,72.219,17.5,-0.800000012,1263.83,2013-06-13,222070203,0.8,1140.0,72.219,39.0718,332155000.0,16.50 - 18.50,Priced Within Range,"Consumer, Non-cyclical",Cosmetics/Personal Care,Cosmetics&Toiletries,0.09,0.2399708085599498,84.1,7.5
COUP US,Coupa Software Inc,33.9,-52.2,-10.9,153.18,49.221,18.0,84.8888855,885.978,2016-10-06,22266L106,2.2,153.18,49.221,118.346,89860600.0,16 - 18,Priced Within Range,Technology,Software,Enterprise Software/Serv,0.29,0.1246748513014319,87.2,4.9
COVS US,Covisint Corp,-7.6,-18.1,-13.6,73.6,37.363,10.0,23.10000038,373.63,2013-09-26,22357R103,-0.0721285,73.6,37.363,,,11-Sep,Priced Within Range,Technology,Software,Computer Software,0.07,0.1163004485263468,77.5,7.2
COWN US,Cowen Inc,19.0,13.9,1.3,184.278,15.0,16.0,-0.75,240.0,2006-07-13,223622606,11.0,184.278,15.0,94.6979,26529000.0,19 - 21,Priced Below Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,5.05,0.295712173484489,84.7,4.7
CPBRU US,ClearPoint Business Resources,-84.3,-58.6,-80.5,33.12,6.0,6.0,3.666666746,36.0,2005-04-19,185061207,,33.12,6.0,,,6-Jun,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Consulting Services,2.83,0.672529746508014,87.7,5.2
CPHD US,Cepheid,14.5,-9.0,-4.5,30.0,25.5154,6.0,50.0,153.09,2000-06-21,15670R107,0.4,30.0,25.5154,,,12-Oct,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,6.65,0.5247813411078819,106.4,4.0
CPIX US,Cumberland Pharmaceuticals Inc,-3.8,-9.7,-7.8,85.0,18.1289,17.0,-1.0,308.19,2009-08-11,230770109,0.4,85.0,18.1289,18.1017,2618260.0,19 - 21,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.18,0.2242850044810489,65.7,9.6
CPKI US,California Pizza Kitchen Inc,,,-0.2,79.5,17.9974,15.0,35.0,269.96,2000-08-02,13054D109,,79.5,17.9974,0.329195,80937.0,13 - 15,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Restaurants,6.51,0.0,107.3,4.1
CPLA US,Capella Education Co,2.5,5.3,9.4,92.0,15.3658,20.0,25.54999924,307.32,2006-11-09,139594105,5.4,92.0,15.3658,0.480837,56402.4,17.50 - 19.50,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Schools,5.23,-0.1486620416253789,92.1,4.5
CPNO US,Copano Energy LLC,5.3,-9.8,-6.5,115.0,7.03825,20.0,13.5,140.76,2004-11-09,217202100,2.0,115.0,7.03825,,,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines,1.83,0.0523834468308086,92.8,5.4
CPPL US,Columbia Pipeline Partners LP,-1.1,8.7,0.7,1238.16,53.8331,23.0,16.47826004,1238.16,2015-02-06,198281107,6.2,1238.16,53.8331,,,19 - 21,Priced Above Range,Energy,Pipelines,Pipelines,0.06,0.4343044923772059,95.4,5.5
CPRX US,Catalyst Pharmaceuticals Inc,18.2,28.0,22.8,20.1,12.5167,6.0,1.666666627,75.1,2006-11-08,14888U101,0.5,20.1,12.5167,104.487,108741000.0,6-Jun,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,5.23,-0.1486620416253789,92.1,4.5
CPSI US,Computer Programs and Systems,6.1,6.5,4.5,56.925,10.488,16.5,9.818181992,173.052,2002-05-17,205306103,3.3,56.925,10.488,97.3585,14130700.0,16 - 18,Priced Within Range,Technology,Software,Medical Information Sys,1.88,0.0,96.9,5.8
CPSR/U US,Gelesis Holdings Inc,,,,276.0,27.6,10.0,2.200000048,276.0,2020-07-02,14070Y200,-0.0129462,276.0,27.6,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.08,0.5058243501670088,72.5,10.2
CPX US,SPN Fairway Acquisition Inc/TX,37.9,12.5,13.2,717.6,70.5198,24.0,12.08333302,1692.48,2006-04-21,2.05E+113,2.8,717.6,70.5198,,,22 - 24,Priced Within Range,Energy,Oil&Gas Services,Oil Field Mach&Equip,5.0,0.8508508508508341,87.4,4.7
CPZ US,Calamos Long/Short Equity & Dy,,,,365.0,0.0,20.0,-0.100000002,0.0,2019-11-26,12812C106,,365.0,0.0,29.5335,5798070.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.57,-0.0536243034669465,96.8,3.6
CQH US,Cheniere Energy Partners LP Ho,,,47045.4,720.0,231.7,20.0,-3.900000095,4634.0,2013-12-13,16411W108,-0.00944756,720.0,231.7,0.00170134,3942.0,19 - 21,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.07,-0.0085811497882589,82.5,6.7
CQP US,Cheniere Energy Partners LP,52.9,17.2,2.4,326.025,26.4164,21.0,3.380952358,554.74,2007-03-20,16411Q101,4.7,326.025,26.4164,46.6785,225939000.0,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines,5.31,0.910569585108543,88.4,4.4
CRCM US,Care.com Inc,10.4,27.5,-8.3,104.592,29.7462,17.0,42.94117737,505.69,2014-01-24,141633107,1.0,104.592,29.7462,40.0532,13325100.0,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services,0.07,0.3720247673236048,81.2,6.6
CREX US,Creative Realities Inc,5.6,1.2,3.7,20.7,7.9857,4.0,16.75,31.94,2006-11-27,22530J200,0.0400476,20.7,7.9857,9.50436,2071870.0,5-Apr,Priced Within Range,"Consumer, Cyclical",Home Furnishings,Audio/Video Products,5.23,-0.1486620416253789,92.1,4.5
CRI US,Carter's Inc,15.2,9.7,9.0,136.562,27.2822,19.0,29.7368412,518.36,2003-10-24,146229109,6.2,136.562,27.2822,124.602,47550200.0,17 - 19,Priced Within Range,"Consumer, Cyclical",Apparel,Apparel Manufacturers,1.11,-0.1079913606911449,89.6,6.0
CRIO US,Corio Inc,,,-19.8,140.0,49.0,14.0,40.625,686.0,2000-07-20,218875102,,140.0,49.0,,,13-Nov,Priced Above Range,Technology,Software,Enterprise Software/Serv,6.86,0.23201856148492,108.3,4.0
CRL US,Charles River Laboratories Int,21.0,11.0,6.0,224.0,32.3204,16.0,37.5,517.126,2000-06-23,159864107,15.1,224.0,32.3204,105.504,53679100.0,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,6.65,0.5247813411078819,106.4,4.0
CRM US,Salesforce Inc,24.6,5.4,0.5,126.5,101.257,11.0,56.36363602,1113.83,2004-06-23,79466L302,6.2,126.5,101.257,88.837,888370000.0,10-Sep,Priced Above Range,Technology,Software,Enterprise Software/Serv,1.02,0.3172924378635659,95.6,5.6
CRMD/U US,CorMedix Inc,-20.1,-14774.7,-41.7,12.5125,11.4146,6.5,1.538461566,74.19,2010-03-25,21900C209,-0.5,12.5125,11.4146,,,8-Jun,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,0.14,0.4106283536571079,73.6,9.9
CRMUQ US,Crumbs Bake Shop Inc,9.7,-32.3,-76.3,54.563,5.4563,10.0,0.0,54.563,2010-05-20,228803201,-0.6,54.563,5.4563,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Food,Food-Baking,0.2,0.077519735423772,73.6,9.6
CRNM US,Curon Medical Inc,,,-38.4,55.0,18.661,11.0,,205.27,2000-09-22,231292202,,55.0,18.661,,,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,6.52,0.5208333333333119,106.8,3.9
CRNX US,Crinetics Pharmaceuticals Inc,1418.3,-9985.2,-42.4,117.3,23.908,17.0,44.17647171,406.436,2018-07-18,22663K107,-2.3,117.3,23.908,104.865,56428200.0,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.91,0.006746326228517,97.9,3.8
CROX US,Crocs Inc,66.9,31.3,17.7,239.085,38.2722,21.0,35.95238113,803.72,2006-02-08,227046109,9.0,239.085,38.2722,90.6722,55985500.0,19 - 20,Priced Above Range,"Consumer, Cyclical",Apparel,Footwear&Related Apparel,4.47,0.2017145738779499,86.7,4.8
CRSR US,Corsair Gaming Inc,11.8,5.3,-3.6,257.302,91.8494,17.0,-16.1764698,1561.44,2020-09-23,22041X102,0.2,257.302,91.8494,76.8863,77297000.0,16 - 18,Priced Within Range,Technology,Computers,Computers-Other,0.09,0.13927469432666,80.4,7.8
CRVS US,Corvus Pharmaceuticals Inc,,,-40.7,70.5,20.4064,15.0,-5.0,306.096,2016-03-23,221015100,-0.8,70.5,20.4064,64.1364,29857700.0,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.36,0.4306000143392679,91.0,5.0
CRWD US,Crowdstrike Holdings Inc,66.0,-16.1,-4.7,703.8,20.7,34.0,70.58823395,703.8,2019-06-12,22788C105,2.5,703.8,20.7,76.1075,163504000.0,28 - 30,Priced Above Range,Technology,Computers,Computer Data Security,2.4,0.0199147181481603,98.2,3.6
CRWN US,Crown Media Holdings Inc,15.1,17.9,9.0,140.0,29.3296,14.0,0.0,410.61,2000-05-04,228411104,0.2,140.0,29.3296,,,14 - 15,Priced Within Range,Communications,Media,Broadcast Serv/Program,6.17,0.1167542323409229,110.7,4.0
CSAV US,Coolsavings Inc,18.3,1.7,33.5,23.1,38.678,7.0,-20.9821434,270.75,2000-05-19,216485102,0.0462172,23.1,38.678,,,8-Jul,Priced Within Range,Communications,Advertising,Advertising Agencies,6.17,0.1167542323409229,110.7,4.0
CSBK US,Clifton Bancorp Inc,13.9,15.4,0.3,137.387,0.0,10.0,22.5,0.0,2004-03-04,186873105,0.5,137.387,0.0,0.3217,71095.0,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Eastern US,1.04,0.644468313641263,95.8,5.8
CSCD US,FormFactor Beaverton Inc,5.8,8.5,9.2,74.2,10.8336,14.0,-1.785714269,151.67,2004-12-15,147322101,0.9,74.2,10.8336,,,13-Nov,Priced Above Range,Technology,Semiconductors,Semiconductor Equipment,2.04,-0.3664921465968529,97.1,5.4
CSE US,CapitalSource Inc,2.3,31.0,1.8,339.735,115.396,14.5,25.51724052,1673.24,2003-08-07,14055X102,1.3,339.735,115.396,,,13 - 15,Priced Within Range,Financial,Banks,Commer Banks-Eastern US,1.0,0.380641653072316,89.3,6.1
CSII US,Cardiovascular Systems Inc,-8.7,-15.6,-12.0,50.06,26.9325,10.0,1.0,269.32,2006-06-28,141619106,-0.6,50.06,26.9325,93.9408,39344500.0,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,5.02,0.1975308641975319,84.9,4.6
CSLT US,Castlight Health Inc,2.3,-42.3,-5.1,204.24,12.765,16.0,148.75,204.24,2014-03-14,14862Q100,-0.036738,204.24,12.765,39.4752,53394200.0,13 - 15,Priced Above Range,Technology,Software,Medical Information Sys,0.06,0.6440044126228239,80.0,6.7
CSOD US,Cornerstone OnDemand Inc,28.5,-5.4,-1.3,156.975,46.4094,13.0,46.69230652,603.32,2011-03-17,21925Y103,1.5,156.975,46.4094,17.0261,11383300.0,11-Sep,Priced Above Range,Technology,Software,Computer Software,0.15,0.975107203050938,67.5,9.0
CSPR US,Casper Sleep Inc,13.1,-18.0,-42.0,100.2,39.6729,12.0,12.5,476.075,2020-02-06,147626105,-1.2,100.2,39.6729,14.2138,5916170.0,13-Dec,Priced Within Range,"Consumer, Cyclical",Home Furnishings,Home Furnishings,1.59,0.2740618131495429,101.0,3.5
CSQ US,Calamos Strategic Total Return,,,,2107.5,0.0,15.0,0.0,0.0,2004-03-26,128125101,,2107.5,0.0,44.6924,71010700.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.04,0.644468313641263,95.8,5.8
CSSE US,Chicken Soup For The Soul Ente,66.3,-45.6,-24.2,30.0,0.0,12.0,-22.91666603,0.0,2017-08-18,16842Q100,-2.0,30.0,0.0,61.5234,8069000.0,,,"Consumer, Cyclical",Entertainment,Motion Pictures&Services,1.16,0.299445229710857,96.8,4.4
CSTI US,Costar Technologies Inc/NJ,,-3.8,47.0,85.0,26.5561,17.0,185.2941132,451.454,2000-03-13,22161J206,-0.6,85.0,26.5561,3.29575,47090.0,13 - 15,Priced Above Range,Industrial,Electronics,Industr Audio&Video Prod,5.78,0.8244994110718371,107.1,4.0
CSTL US,Castle Biosciences Inc,50.1,-33.2,-11.8,73.6,16.649,16.0,33.75,266.384,2019-07-25,14843C105,-0.7,73.6,16.649,94.9174,25012200.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,2.39,0.1670941622453379,98.4,3.7
CSTR US,Capstar Financial Holdings Inc,4.4,36.3,1.3,44.592,11.1837,15.0,6.0,167.756,2016-09-22,14070T102,5.2,44.592,11.1837,48.6383,10659000.0,14.50 - 16.50,Priced Within Range,Financial,Banks,Commer Banks-Southern US,0.4,0.2403995864628979,91.2,5.0
CTAC/U US,Cerberus Telecom Acquisition C,,,,265.25,32.425,10.0,-0.600000024,309.0,2020-10-22,N.A.,,265.25,32.425,5.57814,1500000.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0414937759336148,81.8,6.9
CTACU US,Grid Dynamics Holdings Inc,89.8,-3.6,-7.5,220.0,22.6,10.0,0.400000006,226.0,2018-10-05,16166A202,0.3,220.0,22.6,26.1229,7350990.0,10-Oct,Priced Within Range,Technology,Computers,Computer Services,2.18,0.1766763455725869,98.6,3.8
CTAQU US,Carney Technology Acquisition,,,2.5,402.5,41.15,10.0,1.5,411.5,2020-12-10,143636207,-0.0156784,402.5,41.15,5.86503,2413460.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7
CTCT US,Constant Contact Inc,16.2,4.3,5.9,123.28,27.4554,16.0,72.75,439.29,2007-10-03,210313102,1.8,123.28,27.4554,,,14-Dec,Priced Above Range,Technology,Software,Applications Software,4.92,0.2139191328121169,80.9,4.7
CTDBQ US,Citadel Broadcasting Corp/Old,,,55.0,480.7,119.611,19.0,8.684210777,2272.61,2003-08-01,17285T106,,480.7,119.611,,,17 - 19,Priced Within Range,Communications,Media,Radio,1.0,0.380641653072316,89.3,6.1
CTF US,Nuveen Long/Short Commodity To,,,,470.0,0.0,25.0,-0.439999998,0.0,2012-10-26,670731108,,470.0,0.0,,,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.15,-0.0388925140553232,82.6,7.8
CTLM US,Centillium Communications Inc,-39.3,-44.9,-7.7,76.0,30.4691,19.0,20.39473724,578.91,2000-05-24,152319109,-0.4,76.0,30.4691,0.0258848,10800.0,18 - 20,Priced Within Range,Industrial,Electronics,Electronic Compo-Misc,6.17,0.1167542323409229,110.7,4.0
CTLT US,Catalent Inc,20.7,10.7,4.1,1001.94,123.696,20.5,-2.48780489,2535.77,2014-07-31,148806102,2.4,1001.94,123.696,118.466,213195000.0,19 - 22,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,0.1,-0.0390193964161092,81.8,6.2
CTMI US,CTI Molecular Imaging Inc,10.8,4.6,4.9,209.576,40.825,17.0,14.70588207,694.03,2002-06-20,22943D105,1.0,209.576,40.825,,,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Imaging Systems,1.79,0.055617352614023,92.4,5.8
CTMX US,CytomX Therapeutics Inc,-30.6,-120.1,-32.6,92.004,35.925,12.0,7.5,431.1,2015-10-08,23284F105,-1.8,92.004,35.925,79.0405,52233400.0,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.13,-0.0449683750446447,90.0,5.0
CTP US,CTPartners Executive Search In,31.6,1.8,1.2,34.5001,7.17695,13.0,,93.3,2010-12-08,N.A.,,34.5001,7.17695,,,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Human Resources,0.2,0.1718440789203088,74.5,9.3
CTR US,ClearBridge MLP & Midstream To,,,,762.484,0.0,20.0,0.0,0.0,2012-06-27,18469Q207,,762.484,0.0,57.4009,4019060.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.16,-0.1466396884450489,73.2,8.2
CTRL US,Control4 Corp,11.5,16.0,17.7,73.6,22.6943,16.0,25.3125,363.11,2013-08-02,21240D107,1.3,73.6,22.6943,1.00911,270435.0,15 - 17,Priced Within Range,Industrial,Electronics,Instruments-Controls,0.08,0.12029315570472,82.1,7.2
CTRN US,Citi Trends Inc,26.5,6.2,9.3,61.985,11.995,14.0,12.14285755,167.93,2005-05-18,17306X102,8.3,61.985,11.995,117.754,9867070.0,14-Dec,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Discount,2.97,-0.1027749229187949,86.9,5.1
CTT US,CatchMark Timber Trust Inc,-2.0,57.0,10.0,163.42,15.5244,13.5,0.0,209.58,2013-12-12,14912Y202,0.9,163.42,15.5244,41.6673,20531600.0,13.50 - 15,Priced Within Range,Financial,REITS,REITS-Diversified,0.07,-0.0085811497882589,82.5,6.7
CUBE US,CubeSmart,21.1,27.1,4.5,460.0,37.3452,16.0,4.5625,597.52,2004-10-22,229663109,2.2,460.0,37.3452,105.154,236150000.0,17 - 19,Priced Below Range,Financial,REITS,REITS-Storage,1.86,0.5265929436545569,91.7,5.5
CUDA US,Barracuda Networks Inc,10.1,2.9,3.1,85.698,50.6433,18.0,19.72222137,911.58,2013-11-06,68323104,1.2,85.698,50.6433,0.21749,116732.0,18 - 21,Priced Within Range,Communications,Internet,Internet Infrastr Sftwr,0.08,-0.204242419052338,75.1,6.9
CUE US,Cue Biopharma Inc,373.6,-295.5,-56.0,66.1553,19.3073,7.5,55.06666565,144.805,2018-01-02,22978P106,-1.2,66.1553,19.3073,49.322,17452900.0,7.50 - 7.50,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.33,0.5447745452775409,95.7,4.0
CURO US,Curo Group Holdings Corp,2.4,10.3,-1.2,107.334,45.5614,14.0,1.428571463,637.86,2017-12-07,23131L107,7.8,107.334,45.5614,36.7822,14891400.0,14 - 16,Priced Within Range,Financial,Diversified Finan Serv,Finance-Consumer Loans,1.16,-0.05878322772623,95.9,4.1
CUTR US,Cutera Inc,56.6,0.8,-22.5,56.8652,10.0881,14.0,0.0,141.23,2004-03-31,232109108,0.0690291,56.8652,10.0881,137.645,26999800.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Laser Systems,1.04,0.644468313641263,95.8,5.8
CVBT US,Venturis Therapeutics Inc,,,-1132.8,17.25,122.618,10.0,18.5,1226.18,2005-02-11,141607101,,17.25,122.618,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,2.4,0.576822233875206,94.1,5.4
CVGI US,Commercial Vehicle Group Inc,35.3,2.4,2.4,133.699,16.9888,13.0,0.769230783,220.85,2004-08-05,202608105,-0.9,133.699,16.9888,58.3372,19469500.0,15 - 17,Priced Below Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Repl,1.29,0.0527983104540587,95.9,5.4
CVGP US,Convergent Group Corp,40.4,-7.8,,35.0,43.465,7.0,0.0,304.25,2000-08-01,21247V100,,35.0,43.465,,,9-Jul,Priced Within Range,Technology,Computers,Computer Services,6.51,0.0,107.3,4.1
CVHL US,CV Holdings Inc/United States,,-148.2,-9.0,160.028,29.1755,14.5,3.448275805,423.04,2006-09-28,12661F101,0.4,160.028,29.1755,,,15 - 17,Priced Below Range,Financial,REITS,REITS-Mortgage,5.25,-0.490436488474757,85.4,4.5
CVI US,CVR Energy Inc,84.2,0.3,8.3,437.0,86.1413,19.0,6.578947544,1636.68,2007-10-23,12662P108,3.9,437.0,86.1413,96.8548,97368700.0,18 - 20,Priced Within Range,Energy,Oil&Gas,Oil Refining&Marketing,4.92,0.2139191328121169,80.9,4.7
CVLT US,CommVault Systems Inc,6.3,4.3,3.3,185.278,41.651,14.5,17.24137878,603.94,2006-09-21,204166102,3.9,185.278,41.651,100.353,44689100.0,12.50 - 14.50,Priced Within Range,Technology,Software,Data Processing/Mgmt,5.25,-0.490436488474757,85.4,4.5
CVNA US,Carvana Co,129.3,-1.0,-11.6,225.0,15.0,15.0,-26.0,225.0,2017-04-28,146869102,-31.3,225.0,15.0,117.797,124803000.0,14 - 16,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Automobile,0.82,0.296553336532688,97.0,4.4
CVP US,Centerplate Inc,8.7,-0.2,-10.6,251.782,23.5538,15.0,1.733333349,353.31,2003-12-05,1.52E+208,0.9,251.782,23.5538,,,14.50 - 15.50,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services,1.03,-0.108401084010841,92.6,5.7
CVRR US,CVR Refining LP,27.8,1.5,16.3,690.0,151.2,25.0,0.200000003,3780.0,2013-01-17,12663P107,1.2,690.0,151.2,0.0237256,35019.0,24 - 26,Priced Within Range,Energy,Oil&Gas,Oil Refining&Marketing,0.09,0.295730419292604,73.8,8.0
CVRS US,Corindus Vascular Robotics Inc,11.7,-324.5,-83.4,41.8,116.883,3.8,5.263159275,444.155,2015-05-29,218730109,-0.1,41.8,116.883,5.10507,10653500.0,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.13,0.509723202549469,90.7,5.6
CVRS US,Corindus Vascular Robotics Inc,11.7,-324.5,-83.4,2.13,52.0,0.0,5.263159275,0.0,2012-06-06,218730109,-0.1,2.13,52.0,5.10507,10653500.0,0.05 - 0.05,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.16,-0.1466396884450489,73.2,8.2
CVT US,Cvent Holding Corp,,-16.5,-6.8,276.0,34.28,10.0,9.199999809,342.8,2020-11-17,126677103,0.2,276.0,34.28,90.0743,436542000.0,10-Oct,Priced Within Range,Technology,Software,Computer Software,0.09,-0.0610627217844137,76.9,6.7
CWAY US,Coastway Bancorp Inc,8.7,9.5,0.4,41.975,0.0,10.0,9.199999809,0.0,2013-11-12,190632109,4.6,41.975,0.0,,,10-Oct,Priced Within Range,Financial,Banks,Commer Banks-Eastern US,0.08,-0.204242419052338,75.1,6.9
CWEN/A US,Clearway Energy Inc,7.2,3.9,4.6,495.249,22.5113,22.0,23.86363602,495.25,2013-07-17,18539C105,5.9,495.249,22.5113,86.7068,30000200.0,19 - 21,Priced Above Range,Utilities,Electric,Electric-Generation,0.1,0.039399753323301,85.1,7.3
CWH US,Camping World Holdings Inc,26.9,4.0,4.7,261.188,18.936,22.0,2.272727251,405.403,2016-10-07,13462K109,3.4,261.188,18.936,79.4998,33495000.0,21 - 23,Priced Within Range,"Consumer, Cyclical",Leisure Time,Recreational Vehicles,0.29,0.1246748513014319,87.2,4.9
CWK US,Cushman & Wakefield PLC,19.7,2.6,4.1,879.75,215.172,17.0,4.764705658,3657.92,2018-08-02,N.A.,2.4,879.75,215.172,99.236,224032000.0,16 - 18,Priced Within Range,Financial,Real Estate,Real Estate Mgmnt/Servic,1.91,0.0555542328357295,96.2,3.8
