Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Market Cap at Offer (M),Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate,Trade Month,Trade Day,Trade Year,Underpriced?
19.0,9.9,13.8,226.622,89.9106,13.0,1168.84,7.4,226.622,89.9106,104.718,83498700.0,"Consumer, Cyclical",Retail,Retail-Sporting Goods,0.09,0.0414937759336148,81.8,6.9,10,2,2020,0
,-15.9,-17.1,239.746,23.9746,10.0,239.746,0.6,239.746,23.9746,0.124669,29889.0,"Consumer, Cyclical",Airlines,Airlines,0.09,0.13927469432666,80.4,7.8,9,23,2020,0
,,7.0,52.5,15.8657,15.0,237.986,,52.5,15.8657,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,3.99,0.2970885323826589,112.0,4.0,1,27,2000,1
21.2,-30.5,-31.2,82.5,23.0,11.0,253.0,-0.6,82.5,23.0,96.9333,39654900.0,"Consumer, Cyclical",Retail,Retail-Building Products,0.08,0.1862126944094109,82.5,6.1,6,13,2014,0
,,-62.7,96.6,23.5765,12.0,282.92,-1.9,96.6,23.5765,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.07,0.3697908650968729,81.6,6.7,2,5,2014,1
812.4,-987.1,-144.4,16.5,5.29091,5.5,29.1,,16.5,5.29091,,,Energy,Energy-Alternate Sources,Energy-Alternate Sources,5.05,0.295712173484489,84.7,4.7,7,11,2006,0
3.4,-25.1,-33.7,30.59,10.07,7.0,70.49,-0.0864876,30.59,10.07,6.30664,624979.0,Industrial,Machinery-Constr&Mining,Machinery-Constr&Mining,0.91,0.0854721826896363,97.1,4.4,5,12,2017,1
,,1.8,115.0,0.0,10.0,0.0,-0.042623,115.0,0.0,10.6553,760535.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7,12,15,2020,1
,-45.6,-8.8,275.0,27.5,10.0,250.0,0.7,275.0,27.5,,,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,0.09,0.0414937759336148,81.8,6.9,10,23,2020,0
46.0,-60.5,2.9,44.25,0.0,10.0,0.0,0.8,44.25,0.0,8.14986,478600.0,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib,1.16,0.299445229710857,96.8,4.4,8,9,2017,1
-21.6,4.8,5.3,126.0,26.25,6.0,157.5,,126.0,26.25,,,Technology,Software,Applications Software,3.93,0.201207243460752,74.2,5.0,10,20,2005,1
67.8,-59.3,-34.2,83.7,34.7602,9.0,312.84,-0.7,83.7,34.7602,64.526,67790000.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,5.02,0.1975308641975319,84.9,4.6,6,2,2006,0
351.1,-145.1,,16.9175,6.10024,5.05,30.81,-1.5,16.9175,6.10024,,,Communications,Telecommunications,Cellular Telecom,4.47,0.2017145738779499,86.7,4.8,2,1,2006,0
10.8,37.9,10.8,187.5,59.029,15.0,885.44,0.6,187.5,59.029,110.71,81314300.0,Communications,Telecommunications,Networking Products,0.06,0.6440044126228239,80.0,6.7,3,21,2014,1
33.4,-95.2,-54.7,36.0,17.5408,10.0,175.408,-1.1,36.0,17.5408,26.8326,21699700.0,"Consumer, Cyclical",Home Furnishings,Appliances,2.4,0.0199147181481603,98.2,3.6,6,12,2019,0
,,-23.7,204.0,28.8146,17.0,489.848,-1.1,204.0,28.8146,73.5384,27819100.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.13927469432666,80.4,7.8,9,18,2020,1
90.5,19.7,5.5,362.756,82.1291,20.0,1642.58,2.5,362.756,82.1291,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.08,0.12029315570472,82.1,7.2,8,2,2013,1
,,5.1,144.9,45.4517,14.0,636.32,,144.9,45.4517,0.0488371,36059.0,Communications,Telecommunications,Networking Products,1.03,0.539956803455712,94.4,5.6,2,12,2004,1
-97.1,-4398.8,,12.39,6.4288,4.13,17.5083,-6.5,12.39,6.4288,,,Industrial,Environmental Control,Non-hazardous Waste Disp,0.55,0.582772789025459,98.5,4.7,1,26,2017,0
65.8,20.0,40.1,192.0,62.4584,16.0,999.334,12.3,192.0,62.4584,114.891,47473900.0,Industrial,Electronics,Electronic Compo-Misc,0.37,0.3284366167281879,93.5,4.9,6,10,2016,0
,,7.1,152.749,37.6231,21.0,790.09,,152.749,37.6231,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,5.27,0.148883374689833,91.7,4.4,12,13,2006,1
-16.7,-166.2,-56.5,75.9,56.944,11.0,626.384,-1.3,75.9,56.944,37.6981,59340600.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.91,0.0907111014861139,95.0,4.3,6,14,2017,1
545.1,-3928.5,-51.7,24.0,11.3232,7.5,84.924,-0.5,24.0,11.3232,32.4636,7743780.0,Technology,Semiconductors,Electronic Compo-Semicon,0.4,0.0918430107884497,89.8,4.9,8,5,2016,1
54.9,-28.4,-6.1,84.0,21.7857,14.0,305.0,3.8,84.0,21.7857,0.312719,163114.0,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,5.57,0.39977155910909,90.6,4.2,2,5,2001,0
,-1672.2,-55.4,63.25,20.1531,11.0,213.434,-2.3,63.25,20.1531,115.226,109325000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,-0.2512277812553889,86.9,5.7,10,16,2014,0
32.8,18.3,-9.3,55.2,11.9015,12.0,142.82,-0.3,55.2,11.9015,105.045,48854600.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,3.3,0.5117707267144339,89.1,4.9,8,5,2005,1
1.9,9.8,1.9,2151.73,246.751,30.0,22112.1,6.2,2151.73,246.751,121.565,328636000.0,Communications,Media,Cable/Satellite TV,0.91,0.0907111014861139,95.0,4.3,6,22,2017,1
,,-478.0,37.95,9.6665,6.0,57.999,-3.3,37.95,9.6665,14.7201,702636.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.91,0.0907111014861139,95.0,4.3,6,27,2017,1
,,-35.6,69.0,15.25,12.0,183.0,-3.3,69.0,15.25,62.5702,10527900.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.12,0.3502869998528119,96.1,5.3,6,25,2015,1
-38.7,-24.5,-18.9,99.0,32.6227,9.0,293.6,-0.2,99.0,32.6227,,,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,2.83,0.672529746508014,87.7,5.2,4,26,2005,0
1.3,-4.5,-13.1,41.25,20.5871,7.5,154.4,-0.2,41.25,20.5871,0.121517,62000.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.4,-0.158144438587237,96.7,5.5,7,23,2004,0
12.8,-0.9,0.1,130.985,18.1565,17.0,308.66,-0.3,130.985,18.1565,95.8338,23948000.0,Industrial,Aerospace/Defense,Aerospace/Defense,5.17,0.3052527254707629,96.9,4.6,1,23,2007,1
602.6,-126.1,-27.6,89.7169,29.644,9.0,266.8,-1.7,89.7169,29.644,45.3416,15762200.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.14,0.4106283536571079,73.6,9.9,3,12,2010,0
15.6,-171.8,-58.9,65.0,10.2298,13.0,132.987,-66.4,65.0,10.2298,14.4318,1073100.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,0.06,-0.4705892373473239,98.1,5.7,1,30,2015,1
622.4,34.4,1.9,345.0,82.6169,24.0,1982.81,-1.0,345.0,82.6169,75.6732,63026400.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0414937759336148,81.8,6.9,10,30,2020,1
,,,557.5,0.0,25.0,0.0,,557.5,0.0,50.8991,17607900.0,Financial,Closed-end Funds,Closed-end Funds,1.29,-0.2171552660151868,86.0,6.0,4,30,2003,1
39.6,-17.9,-7.2,207.0,66.0582,24.0,1585.4,0.4,207.0,66.0582,105.229,93188300.0,Technology,Software,Enterprise Software/Serv,1.7,0.1593875701543719,98.2,4.0,6,15,2018,1
19.1,17.7,0.6,31.625,10.2292,11.0,112.521,1.2,31.625,10.2292,100.0,10419900.0,Financial,Banks,Commer Banks-Southern US,0.06,0.4343044923772059,95.4,5.5,2,10,2015,1
,,-18.0,216.0,62.5293,36.0,2251.05,,216.0,62.5293,0.000903691,141.0,Communications,Telecommunications,Telecom Eq Fiber Optics,5.79,0.592417061611377,111.3,4.1,2,3,2000,1
3.4,5.0,2.7,110.4,70.5509,12.0,846.611,0.6,110.4,70.5509,23.7308,16769200.0,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib,0.09,0.0414937759336148,81.8,6.9,10,1,2020,1
-73.5,-7.7,-6.1,389.513,41.8242,43.0,1798.44,0.9,389.513,41.8242,,,Energy,Energy-Alternate Sources,Energy-Alternate Sources,5.02,0.1975308641975319,84.9,4.6,6,29,2006,0
,,-63.0,114.669,23.9368,19.0,454.799,-2.2,114.669,23.9368,76.8445,33638000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.7,0.1593875701543719,98.2,4.0,6,21,2018,1
,,-88.2,33.2062,8.40496,10.5,88.25,,33.2062,8.40496,,,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,3.57,1.22199592668025,76.9,5.0,9,29,2005,0
-59.5,-80.8,-137.0,36.0,25.1855,12.0,302.23,-0.0255097,36.0,25.1855,,,Technology,Software,Communications Software,6.51,0.0,107.3,4.1,8,17,2000,0
15.5,7.7,5.0,3332.7,596.39,14.0,8349.46,1.6,3332.7,596.39,98.9465,667102000.0,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,2.45,0.2128758589384109,100.0,3.6,5,17,2019,1
,,-89.7,105.558,22.9285,20.0,458.57,-5.2,105.558,22.9285,0.288623,106261.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.38,0.0823076533454984,91.7,4.9,2,11,2016,0
,,0.075987,10620.0,360.0,29.5,10620.0,,10620.0,360.0,0.000340715,9300.0,Communications,Telecommunications,Cellular Telecom,6.17,0.058411214953279,109.2,3.8,4,27,2000,1
4.0,32.1,5.0,1358.23,165.173,21.5,3551.22,7.9,1358.23,165.173,95.108,172933000.0,Utilities,Water,Water,2.38,0.606477838971956,62.6,5.0,4,23,2008,0
,,,2110.32,0.0,20.0,0.0,,2110.32,0.0,21.8191,18635300.0,Financial,Closed-end Funds,Closed-end Funds,5.3,0.649616268650889,87.1,4.5,4,26,2007,1
6.9,33.4,1.4,35.1003,8.29982,11.5,95.45,3.5,35.1003,8.29982,84.0314,50418300.0,Financial,Savings&Loans,S&L/Thrifts-Western US,2.39,0.7820646506777719,92.6,5.2,3,15,2005,0
1703.0,-466.5,-0.4,240.0,24.0,10.0,240.0,,240.0,24.0,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,-0.2512277812553889,86.9,5.7,10,2,2014,0
,,-0.2,200.0,0.0,10.0,0.0,0.0566202,200.0,0.0,,,Financial,Investment Companies,Investment Companies,3.06,0.4970576472604689,78.4,5.0,1,25,2008,0
,,-152.7,71.428,22.9884,20.0,459.768,-1.4,71.428,22.9884,60.5793,44559000.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,2.45,0.2128758589384109,100.0,3.6,5,9,2019,0
61.6,-44.4,-12.6,138.0,27.8386,15.0,417.579,-1.1,138.0,27.8386,111.306,55129900.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,2.18,0.1766763455725869,98.6,3.8,10,31,2018,0
,,,32.852,5.1065,8.0,40.852,,32.852,5.1065,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.15,0.975107203050938,67.5,9.0,3,18,2011,0
,,-70.1,51.0003,19.137,9.0,159.484,-2.8,51.0003,19.137,59.0966,25663400.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.07,-0.2110680379081459,91.3,5.1,11,19,2015,0
18.1,5.9,2.8,1121.25,229.069,19.5,4466.85,2.5,1121.25,229.069,111.872,246800000.0,Basic Materials,Chemicals,Coatings/Paint,0.07,-0.5399417941061189,88.8,5.8,11,12,2014,1
-7.5,-36.1,-3.8,240.454,51.4465,23.0,1183.27,10.6,240.454,51.4465,26.6925,9344690.0,Financial,Diversified Finan Serv,Finance-Leasing Compan,5.27,0.1965601965601969,82.0,4.7,8,8,2006,1
8.2,-33.5,-22.3,144.9,10.35,14.0,144.9,0.9,144.9,10.35,105.689,64688100.0,Technology,Software,Enterprise Software/Serv,0.66,0.0812797871947232,96.9,4.4,3,24,2017,1
31.1,7.9,5.3,879.463,116.031,23.0,2668.7,1.3,879.463,116.031,109.495,166586000.0,Industrial,Building Materials,Bldg&Construct Prod-Misc,0.05,0.5472046927775109,78.1,11.0,6,12,2020,1
29.4,5.6,-5.4,100.0,10.0,10.0,100.0,0.1,100.0,10.0,,,Communications,Media,Broadcast Serv/Program,0.1,-0.1070967056699219,71.5,9.1,6,30,2011,0
7.8,-275.9,-23.0,137.5,8.7245,20.0,174.49,0.5,137.5,8.7245,,,Energy,Oil&Gas Services,Oil-Field Services,0.1,0.039399753323301,85.1,7.3,7,26,2013,0
11.0,-52.4,-57.0,50.0004,7.827,17.0,133.059,-1.4,50.0004,7.827,86.1118,8147000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0414937759336148,81.8,6.9,10,8,2020,0
,,,120.0,0.0,15.0,0.0,,120.0,0.0,4.32993,378843.0,Financial,Closed-end Funds,Closed-end Funds,1.85,0.165745856353599,80.6,5.7,10,29,2002,0
6.4,5.5,8.5,273.7,122.722,17.0,2086.27,5.4,273.7,122.722,98.3987,130109000.0,"Consumer, Non-cyclical",Commercial Services,Consulting Services,0.2,0.0420646423819506,71.6,9.8,11,17,2010,1
0.4,22.8,1.1,63.48,0.0,12.0,0.0,1.4,63.48,0.0,98.2349,58628300.0,Financial,Savings&Loans,S&L/Thrifts-Western US,1.79,0.3331482509716839,87.6,5.7,8,23,2002,1
43.0,-5.5,-2.0,83.26,4.0348,20.0,80.696,1.6,83.26,4.0348,109.072,25478400.0,Technology,Software,Computer Software,1.16,0.0024324685907436,98.5,4.2,11,10,2017,1
4.2,72.7,2.4,113.125,0.0,25.0,0.0,-4.5,113.125,0.0,28.005,1988180.0,Financial,Investment Companies,Investment Companies,0.08,-0.204242419052338,75.1,6.9,11,7,2013,0
,,28.3,404.8,89.4281,22.0,1967.42,,404.8,89.4281,,,"Consumer, Non-cyclical",Cosmetics/Personal Care,Cosmetics&Toiletries,5.25,-0.490436488474757,85.4,4.5,9,29,2006,1
-27.4,-65.1,-39.0,287.5,33.7854,20.0,675.71,-0.8,287.5,33.7854,0.436604,108714.0,Energy,Oil&Gas Services,Oil-Field Services,4.03,-0.4048582995951299,91.5,4.9,12,8,2005,1
5.0,5.8,8.2,290.605,95.6794,19.0,1817.91,0.9,290.605,95.6794,,,Financial,Diversified Finan Serv,Finance-Other Services,0.37,0.4741067979104,89.0,5.1,4,15,2016,1
27.5,-172.3,-61.9,94.875,19.6015,15.0,294.02,-0.7,94.875,19.6015,0.132729,66000.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,4.92,0.2139191328121169,80.9,4.7,10,17,2007,1
18.6,3.7,-0.0200296,88.55,25.1689,14.0,352.36,3.2,88.55,25.1689,,,Technology,Software,Educational Software,1.02,0.3172924378635659,95.6,5.6,6,18,2004,1
90.5,57.4,0.9,71.55,6.68677,15.0,100.3,-6.0,71.55,6.68677,51.9687,56558500.0,Financial,Investment Companies,Investment Companies,5.29,0.535036755987662,91.3,4.5,2,15,2007,1
-3.0,-71.8,-24.6,127.65,27.9758,18.5,517.55,0.8,127.65,27.9758,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,5.34,-0.542138984721521,93.6,4.4,10,4,2006,0
,,,373.75,41.372,25.0,1034.3,,373.75,41.372,0.00140277,1559.45,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,2.04,-0.3664921465968529,97.1,5.4,12,9,2004,1
17.1,-0.5,-1.2,106.175,0.0,15.5,0.0,-0.0651732,106.175,0.0,33.3696,4300370.0,Communications,Media,Radio,5.79,0.592417061611377,111.3,4.1,2,10,2000,0
745.1,-806.9,-64.9,399.5,123.5,17.0,2099.5,-3.4,399.5,123.5,102.645,153438000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.4,0.0199147181481603,98.2,3.6,6,27,2019,1
,,,151.35,0.0,15.0,0.0,,151.35,0.0,0.887583,93400.0,Financial,Closed-end Funds,Closed-end Funds,1.88,0.5592841163310839,93.0,5.9,4,26,2002,0
,,-65.1,16.1266,29.2392,0.0,0.0,-0.2,16.1266,29.2392,5.14966,788000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.07,-0.2110680379081459,91.3,5.1,11,27,2015,0
,,,1083.0,0.0,20.0,0.0,,1083.0,0.0,26.6696,16463900.0,Financial,Closed-end Funds,Closed-end Funds,0.18,0.1380664278408069,68.9,9.5,8,27,2010,0
-19.9,-28.2,-20.2,159.965,57.1191,13.0,742.55,-0.3,159.965,57.1191,,,Communications,Telecommunications,Telecommunication Equip,5.31,0.910569585108543,88.4,4.4,3,15,2007,1
-0.6,-2.4,-10.5,161.0,20.75,14.0,290.5,0.8,161.0,20.75,,,"Consumer, Cyclical",Retail,Retail-Restaurants,0.2,0.1245198888476958,67.7,9.4,10,21,2010,1
61.1,11.4,18.9,172.086,19.5517,20.0,391.03,1.8,172.086,19.5517,75.3705,11269500.0,"Consumer, Cyclical",Retail,Retail-Toy Store,1.86,0.5265929436545569,91.7,5.5,10,28,2004,1
-41.7,-38160.8,-43.8,217.35,31.0716,18.0,559.289,-1.8,217.35,31.0716,73.0568,33686800.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0941478467042596,80.7,6.7,12,16,2020,1
,,,2000.0,0.0,20.0,0.0,,2000.0,0.0,26.1286,28515800.0,Financial,Closed-end Funds,Closed-end Funds,0.09,0.13927469432666,80.4,7.8,9,25,2020,0
44.7,8.9,30.6,284.117,43.2294,21.0,907.82,16.9,284.117,43.2294,104.918,41387900.0,Industrial,Building Materials,Bldg Prod-Wood,0.14,0.8190029529268759,77.6,7.7,2,6,2013,1
,,-50.7,124.95,20.8503,17.0,354.455,-1.6,124.95,20.8503,50.664,16390800.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.4,0.0199147181481603,98.2,3.6,6,20,2019,1
,,,802.5,0.0,15.0,0.0,,802.5,0.0,,,Financial,Closed-end Funds,Closed-end Funds,5.25,-0.490436488474757,85.4,4.5,9,27,2006,1
,,,111.0,0.0,15.0,0.0,,111.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.83,0.1111728738187739,88.1,5.8,7,26,2002,0
-3.2,24.6,1.0,72.1358,10.7911,22.0,237.404,0.9,72.1358,10.7911,60.2467,7823150.0,Financial,Banks,Commer Banks-Western US,1.7,0.4158916925435,98.0,3.8,5,4,2018,1
-7.5,-2532.0,-148.7,48.0,38.566,6.0,231.4,-0.8,48.0,38.566,,,Industrial,Machinery-Constr&Mining,Machinery-Electric Util,6.61,0.0574712643678087,107.6,3.9,11,17,2000,1
6.9,2.5,-1.5,63.25,27.125,11.0,298.38,0.4,63.25,27.125,87.3955,36769200.0,Technology,Software,Computer Software,0.11,0.440297355127631,75.3,8.3,2,17,2012,1
1.5,60.6,3.9,151.875,51.4821,20.25,1042.51,4.1,151.875,51.4821,53.8677,34778200.0,Financial,Investment Companies,Investment Companies,2.2,-0.3349348518100969,97.5,3.8,11,15,2018,0
12.3,4.6,0.4,18.795,0.0,10.0,0.0,10.3,18.795,0.0,,,Financial,Banks,Commer Banks-Western US,0.29,0.1246748513014319,87.2,4.9,10,12,2016,1
,,,875.0,0.0,20.0,0.0,,875.0,0.0,32.0199,28199700.0,Financial,Closed-end Funds,Closed-end Funds,0.15,0.975107203050938,67.5,9.0,3,29,2011,1
,,-39.5,49.6,6.98839,15.5,108.32,,49.6,6.98839,,,"Consumer, Cyclical",Retail,Retail-Mail Order,1.86,0.5265929436545569,91.7,5.5,10,19,2004,1
,,,945.0,0.0,15.0,0.0,,945.0,0.0,18.1679,33806200.0,Financial,Closed-end Funds,Closed-end Funds,3.3,0.5117707267144339,89.1,4.9,8,26,2005,1
19.6,-79.1,-63.5,72.0,26.2541,18.0,472.574,-1.0,72.0,26.2541,10.0255,4220090.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0414937759336148,81.8,6.9,10,28,2020,0
,,,382.5,0.0,15.0,0.0,,382.5,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.04,0.644468313641263,95.8,5.8,3,26,2004,0
,,-42.2,231.31,35.9107,19.0,682.303,-2.7,231.31,35.9107,92.1758,33520900.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.55,0.3879769937814869,99.8,3.6,1,30,2020,1
,,,720.0,0.0,15.0,0.0,,720.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.03,-0.108401084010841,92.6,5.7,12,19,2003,0
22.4,-16.9,-17.2,310.5,20.7,15.0,1591.0,-0.3,310.5,20.7,89.7984,161079000.0,Industrial,Machinery-Constr&Mining,Machinery-Electric Util,1.91,0.006746326228517,97.9,3.8,7,25,2018,1
215917.0,-714.9,-25.1,206.999,51.2513,17.0,871.272,-1.0,206.999,51.2513,83.3965,58768700.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.59,0.2740618131495429,101.0,3.5,2,6,2020,1
15.2,3.5,7.7,201.825,26.3591,13.0,342.67,2.3,201.825,26.3591,112.369,73109500.0,"Consumer, Cyclical",Retail,Retail-Building Products,1.53,0.2110817941952519,94.2,5.4,9,23,2004,1
26.0,31.6,1.4,283.36,26.2541,14.0,367.56,0.7,283.36,26.2541,3.54e-12,1e-05,Financial,REITS,REITS-Hotels,1.02,0.3172924378635659,95.6,5.6,6,24,2004,1
44.9,-73.2,-22.2,13.8,4.3177,6.0,25.9062,-0.7,13.8,4.3177,28.2639,2853400.0,Energy,Energy-Alternate Sources,Energy-Alternate Sources,2.41,0.5295001612890738,97.2,3.7,4,16,2019,0
,,,185.0,0.0,20.0,0.0,,185.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,3.57,1.22199592668025,76.9,5.0,9,28,2005,0
18.2,5.2,4.4,470.589,112.6,16.0,1801.6,11.9,470.589,112.6,104.501,130731000.0,Industrial,Packaging&Containers,Containers-Paper/Plastic,0.15,-0.0388925140553232,82.6,7.8,10,4,2012,0
,11.6,,2000.0,0.0,25.0,0.0,,2000.0,0.0,3.12066,1377710.0,Financial,REITS,REITS-Mortgage,0.08,0.3296754453157729,84.1,6.2,4,22,2014,0
47.2,10.0,1.2,270.0,75.0,18.0,1350.0,-0.0106398,270.0,75.0,0.15572,119509.0,"Consumer, Non-cyclical",Food,Food-Confectionery,0.08,-0.141627628281935,91.9,5.1,8,5,2015,0
15.8,4.0,2.1,255.53,64.3861,22.0,1416.49,3.7,255.53,64.3861,108.386,62593000.0,"Consumer, Non-cyclical",Commercial Services,Schools,0.09,0.295730419292604,73.8,8.0,1,25,2013,1
-1.7,11.3,,55.7742,0.0,10.0,0.0,0.7,55.7742,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US,2.83,0.672529746508014,87.7,5.2,4,5,2005,1
,,,898.399,0.0,20.0,0.0,,898.399,0.0,,,Financial,Closed-end Funds,Closed-end Funds,5.31,0.910569585108543,88.4,4.4,3,28,2007,0
-5.9,15.2,0.4,94.875,0.0,10.0,0.0,3.8,94.875,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US,4.92,0.2139191328121169,80.9,4.7,10,2,2007,1
-3.7,21.9,1.6,179.4,71.8615,12.0,862.34,31.0,179.4,71.8615,103.143,51420200.0,Financial,Diversified Finan Serv,Finance-Credit Card,4.14,0.16882386043895,92.6,4.5,6,8,2001,1
-10.2,14.9,0.5,244.66,0.0,10.0,0.0,0.5,244.66,0.0,75.2904,9729150.0,Financial,Savings&Loans,S&L/Thrifts-Central US,3.02,0.0514403292181003,96.0,5.0,6,24,2005,1
,,,75.0,0.0,15.0,0.0,,75.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.01,0.3250270855904668,87.7,6.1,9,26,2003,0
,,-5.7,92.0,46.0962,8.0,368.77,,92.0,46.0962,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,4.59,0.5939617873415811,76.1,4.7,11,7,2007,1
-11.3,-45.6,-1.1,39.675,0.0,10.0,0.0,-0.2,39.675,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US,2.4,0.576822233875206,94.1,5.4,2,11,2005,0
,,,1467.0,146.7,10.0,1300.0,-0.00403668,1467.0,146.7,0.0117462,17232.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.1,0.315321052408127,74.1,8.4,8,19,2020,0
-29.6,-101.3,-172.6,46.0,12.679,8.0,101.43,-0.7,46.0,12.679,,,Technology,Software,Applications Software,2.61,-0.1688238604389349,83.9,5.5,11,14,2001,1
,,,67.5,0.0,15.0,0.0,,67.5,0.0,0.0441565,2210.0,Financial,Closed-end Funds,Closed-end Funds,1.83,0.1111728738187739,88.1,5.8,7,26,2002,0
8.7,7.7,-4.6,66.7338,4.7667,14.0,66.73,-3.4,66.7338,4.7667,28.052,3809440.0,Financial,Insurance,Life/Health Insurance,0.14,0.8190029529268759,77.6,7.7,2,8,2013,0
42.8,3.5,6.1,300.402,81.98,16.0,1311.68,-20.5,300.402,81.98,107.546,161105000.0,"Consumer, Non-cyclical",Agriculture,Agricultural Operations,3.79,0.0,91.5,4.9,8,2,2001,0
,,,892.1,0.0,20.0,0.0,,892.1,0.0,56.2178,25109300.0,Financial,Closed-end Funds,Closed-end Funds,0.13,0.446221226761131,78.3,7.8,9,26,2012,0
11.5,8.8,8.1,119.665,21.6785,13.0,281.82,5.3,119.665,21.6785,52.3314,11609400.0,"Consumer, Cyclical",Retail,Retail-Sporting Goods,1.79,0.055617352614023,92.4,5.8,6,25,2002,1
,,,210.0,0.0,10.0,0.0,,210.0,0.0,3.22665,715620.0,Financial,Closed-end Funds,Closed-end Funds,0.66,0.3146117386416659,96.3,4.6,2,27,2017,0
256.1,-128.4,-31.0,182.16,7.59,24.0,158.4,,182.16,7.59,59.1885,61448700.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.38,0.0823076533454984,91.7,4.9,2,3,2016,1
-7.4,-1.0,-1.7,2328.38,0.0,18.0,0.0,-14.2,2328.38,0.0,0.00129047,57.0,"Consumer, Non-cyclical",Commercial Services,Consulting Services,5.57,0.39977155910909,90.6,4.2,2,8,2001,1
,,,469.5,0.0,20.0,0.0,,469.5,0.0,34.9443,7817260.0,Financial,Closed-end Funds,Closed-end Funds,1.29,0.0527983104540587,95.9,5.4,8,26,2004,0
,,,250.0,0.0,20.0,0.0,,250.0,0.0,49.4967,6290180.0,Financial,Closed-end Funds,Closed-end Funds,0.13,0.4763230053974139,74.2,9.1,1,27,2011,0
,,,2126.0,0.0,20.0,0.0,,2126.0,0.0,49.7392,51219100.0,Financial,Closed-end Funds,Closed-end Funds,5.26,0.61107186747047,88.3,4.4,5,25,2007,0
